name,class,kind,tag,x,y
(uten navn),,CellHeader,,856.9,75.5
REV,,CellHeader,64-2303GI,532.1,336.9
REV,,CellHeader,64-2986GI,727.7,308.5
REV,,CellHeader,64-2305GI,223.5,316.1
REV,,CellHeader,64-2304GI,302.3,316.7
REV,,CellHeader,64-2306GI,565.1,448.2
