system,tag,type,status
82,82-PSE2044,PSE,PID_ONLY
82,82-PSE2045,PSE,PID_ONLY
82,82-PT2552,PT,PID_ONLY
82,82-PT2672,PT,PID_ONLY
82,82-SI3122,SI,PID_ONLY
82,82-SI3123,SI,PID_ONLY
82,82-SI3124,SI,PID_ONLY
82,82-SI3150,SI,PID_ONLY
82,82-SI4001,SI,PID_ONLY
82,82-SI4002,SI,PID_ONLY
82,82-SI4029,SI,PID_ONLY
82,82-SI4030,SI,PID_ONLY
82,82-SI4041,SI,PID_ONLY
82,82-SI4042,SI,PID_ONLY
82,82-SI4043,SI,PID_ONLY
82,82-SI4044,SI,PID_ONLY
82,82-SI4068,SI,PID_ONLY
82,82-SI4296,SI,PID_ONLY
82,82-SI4297,SI,PID_ONLY
82,82-TI2582,TI,PID_ONLY
82,82-TI2583,TI,PID_ONLY
82,82-TI2584,TI,PID_ONLY
82,82-TT2583,TT,PID_ONLY
82,82-TT2584,TT,PID_ONLY
82,82-XA50A,XA,PID_ONLY
82,82-XA50B,XA,PID_ONLY
82,82-XV2013,XV,PID_ONLY
82,82-XV2612,XV,PID_ONLY
82,82-XV2812,XV,PID_ONLY
82,82-XY2012,XY,PID_ONLY
82,82-XY2013,XY,PID_ONLY
82,82-XY2612,XY,PID_ONLY
82,82-XY2812,XY,PID_ONLY
82,82-ZL2012,ZL,PID_ONLY
82,82-ZL2013,ZL,PID_ONLY
82,82-ZL2612,ZL,PID_ONLY
82,82-ZL2812,ZL,PID_ONLY
82,82-ZS2013,ZS,PID_ONLY
82,82-ZS2612,ZS,PID_ONLY
82,82-ZS2812,ZS,PID_ONLY
82,82-EG50A,EG,SCD_ONLY
82,82-EG50B,EG,SCD_ONLY
82,82-EL40,EL,SCD_ONLY
82,82-EL41,EL,SCD_ONLY
82,82-EL50,EL,SCD_ONLY
82,82-EL51,EL,SCD_ONLY
82,82-EL52,EL,SCD_ONLY
82,82-EL53,EL,SCD_ONLY
82,82-EL54,EL,SCD_ONLY
82,82-EL55,EL,SCD_ONLY
82,82-EL58,EL,SCD_ONLY
82,82-EL59,EL,SCD_ONLY
82,82-EL60,EL,SCD_ONLY
82,82-EN52,EN,SCD_ONLY
82,82-EN53,EN,SCD_ONLY
82,82-EN55,EN,SCD_ONLY
82,82-EN56,EN,SCD_ONLY
82,82-II2061,II,SCD_ONLY
82,82-II4864,II,SCD_ONLY
82,82-XA4880,XA,SCD_ONLY
82,82-XA4881,XA,SCD_ONLY
82,82-XA4882,XA,SCD_ONLY
82,82-XA4883,XA,SCD_ONLY
82,82-XA4884,XA,SCD_ONLY
82,82-XA4885,XA,SCD_ONLY
82,82-XA4886,XA,SCD_ONLY
82,82-XA4887,XA,SCD_ONLY
82,82-XA4888,XA,SCD_ONLY
82,82-XA4889,XA,SCD_ONLY
82,82-XA4890,XA,SCD_ONLY
82,82-XA4891,XA,SCD_ONLY
82,82-XA4892,XA,SCD_ONLY
82,82-XA4893,XA,SCD_ONLY
82,82-XA4894,XA,SCD_ONLY
82,82-XSH2002A,XSH,SCD_ONLY
82,82-XSH2002B,XSH,SCD_ONLY
82,82-XSL2002A,XSL,SCD_ONLY
82,82-XSL2002B,XSL,SCD_ONLY
82,82-XY2021,XY,SCD_ONLY
82,82-XY2061,XY,SCD_ONLY
82,82-XY2062,XY,SCD_ONLY
82,82-XY2063,XY,SCD_ONLY
82,82-XY4853,XY,SCD_ONLY
82,82-XY4854,XY,SCD_ONLY
82,82-XY4855,XY,SCD_ONLY
82,82-XY4859,XY,SCD_ONLY
82,82-XY4861,XY,SCD_ONLY
82,82-XY4862,XY,SCD_ONLY
82,82-XY4864,XY,SCD_ONLY
82,82-XY4865,XY,SCD_ONLY
85,85-ED51,ED,SCD_ONLY
85,85-ED53,ED,SCD_ONLY
85,85-EE40A,EE,SCD_ONLY
85,85-EE40B,EE,SCD_ONLY
85,85-EE41A,EE,SCD_ONLY
85,85-EE41B,EE,SCD_ONLY
85,85-EE42,EE,SCD_ONLY
85,85-EE43,EE,SCD_ONLY
85,85-EE44,EE,SCD_ONLY
85,85-EE45,EE,SCD_ONLY
85,85-EE47,EE,SCD_ONLY
85,85-EE50,EE,SCD_ONLY
85,85-EE51A,EE,SCD_ONLY
85,85-EE51B,EE,SCD_ONLY
85,85-EE52A,EE,SCD_ONLY
85,85-EE52B,EE,SCD_ONLY
85,85-EE55B,EE,SCD_ONLY
85,85-ER20,ER,SCD_ONLY
85,85-ER40A,ER,SCD_ONLY
85,85-ER40B,ER,SCD_ONLY
85,85-ER50,ER,SCD_ONLY
85,85-ER51,ER,SCD_ONLY
85,85-ER52,ER,SCD_ONLY
85,85-ET40A,ET,SCD_ONLY
85,85-ET40B,ET,SCD_ONLY
85,85-ET50,ET,SCD_ONLY
85,85-EY2001A,EY,SCD_ONLY
85,85-EY2001B,EY,SCD_ONLY
85,85-EZ40A,EZ,SCD_ONLY
85,85-EZ40B,EZ,SCD_ONLY
85,85-EZ50,EZ,SCD_ONLY
85,85-EZ51,EZ,SCD_ONLY
85,85-EZ52,EZ,SCD_ONLY
85,85-XY4868A,XY,SCD_ONLY
85,85-XY4868B,XY,SCD_ONLY
85,85-XY4870,XY,SCD_ONLY
85,85-XY4871A,XY,SCD_ONLY
85,85-XY4871B,XY,SCD_ONLY
86,86-JC083,JC,SCD_ONLY
86,86-JC084,JC,SCD_ONLY
86,86-JC71A,JC,SCD_ONLY
87,87-FE050,FE,SCD_ONLY
87,87-JB54,JB,SCD_ONLY
87,87-JG50,JG,SCD_ONLY
87,87-JG54,JG,SCD_ONLY
87,87-JG56,JG,SCD_ONLY
87,87-JG58,JG,SCD_ONLY
?,?-FIC2000,?,PID_ONLY
?,?-FIC2100,?,PID_ONLY
?,?-FT2000,?,PID_ONLY
?,?-FT2100,?,PID_ONLY
?,?-FV2000,?,PID_ONLY
?,?-FV2100,?,PID_ONLY
?,?-FY2000,?,PID_ONLY
?,?-FY2100,?,PID_ONLY
?,?-HS2163,?,PID_ONLY
?,?-HS2202,?,PID_ONLY
?,?-LV2162A,?,PID_ONLY
?,?-LV2162B,?,PID_ONLY
?,?-LV2200A,?,PID_ONLY
?,?-LV2200B,?,PID_ONLY
?,?-PDI2001,?,PID_ONLY
?,?-PI2015,?,PID_ONLY
?,?-PI2016,?,PID_ONLY
?,?-PI2159,?,PID_ONLY
?,?-PI2160,?,PID_ONLY
?,?-PT2016,?,PID_ONLY
?,?-PT2159,?,PID_ONLY
?,?-PT2160,?,PID_ONLY
?,?-TI2060,?,PID_ONLY
?,?-TT2060,?,PID_ONLY
?,?-XV2163A,?,PID_ONLY
?,?-XV2163B,?,PID_ONLY
?,?-XV2202A,?,PID_ONLY
?,?-XV2202B,?,PID_ONLY
?,?-XY2163A,?,PID_ONLY
?,?-XY2163B,?,PID_ONLY
?,?-XY2202A,?,PID_ONLY
?,?-XY2202B,?,PID_ONLY
?,?-ZL2163A,?,PID_ONLY
?,?-ZL2163B,?,PID_ONLY
?,?-ZL2202A,?,PID_ONLY
?,?-ZL2202B,?,PID_ONLY
?,?-ZS2163A,?,PID_ONLY
?,?-ZS2163B,?,PID_ONLY
?,?-ZS2202A,?,PID_ONLY
?,?-ZS2202B,?,PID_ONLY
