tag,system,type,category,status,n_pid,n_scd,pid_files,scd_files
27-PT4250A,27,PT,transmitter,BOTH,1,1,C025-V-HO27-P-_E-001-01.PDF,C025-V-HO27-J-_E-101-01.PDF
27-PT4250B,27,PT,transmitter,SCD_ONLY,0,1,,C025-V-HO27-J-_E-101-01.PDF
27-PT4252A,27,PT,transmitter,PID_ONLY,1,0,C025-V-HO27-P-_E-001-01.PDF,
27-PT4552B,27,PT,transmitter,SCD_ONLY,0,1,,C025-V-HO27-J-_E-101-01.PDF
27-PT4801,27,PT,transmitter,PID_ONLY,1,0,C025-V-HO27-P-_E-002-01.PDF,
27-PT4802,27,PT,transmitter,PID_ONLY,1,0,C025-V-HO27-P-_E-002-01.PDF,
27-PT4803,27,PT,transmitter,BOTH,1,1,C025-V-HO27-P-_E-001-01.PDF,C025-V-HO27-J-_E-101-01.PDF
27-PT4804,27,PT,transmitter,BOTH,2,1,C025-V-HO27-P-_E-001-01.PDF;C025-V-HO27-P-_E-002-01.PDF,C025-V-HO27-J-_E-101-01.PDF
27-PT4805,27,PT,transmitter,BOTH,1,1,C025-V-HO27-P-_E-001-01.PDF,C025-V-HO27-J-_E-101-01.PDF
27-PT4806,27,PT,transmitter,PID_ONLY,1,0,C025-V-HO27-P-_E-002-01.PDF,
27-PT4807,27,PT,transmitter,PID_ONLY,1,0,C025-V-HO27-P-_E-001-01.PDF,
27-PT4809,27,PT,transmitter,PID_ONLY,1,0,C025-V-HO27-P-_E-002-01.PDF,
27-PT4823,27,PT,transmitter,PID_ONLY,1,0,C025-V-HO27-P-_E-001-01.PDF,
27-PT4825,27,PT,transmitter,BOTH,1,1,C025-V-HO27-P-_E-001-01.PDF,C025-V-HO27-J-_E-101-01.PDF
27-PV4803,27,PV,control_valve,PID_ONLY,1,0,C025-V-HO27-P-_E-001-01.PDF,
27-PV4809,27,PV,control_valve,PID_ONLY,1,0,C025-V-HO27-P-_E-002-01.PDF,
27-PX50,27,PX,other,SCD_ONLY,0,1,,C025-V-HO82-J-_E-102-01.PDF
27-PY4803,27,PY,relay,PID_ONLY,1,0,C025-V-HO27-P-_E-001-01.PDF,
27-PY4809,27,PY,relay,PID_ONLY,1,0,C025-V-HO27-P-_E-002-01.PDF,
27-SI4208,27,SI,speed_vibration,PID_ONLY,1,0,C025-V-HO27-P-_E-001-01.PDF,
27-SI4214,27,SI,speed_vibration,PID_ONLY,1,0,C025-V-HO27-P-_E-003-01.PDF,
27-TA51,27,TA,other,PID_ONLY,1,0,C025-V-HO27-P-_E-003-01.PDF,
27-TI4803,27,TI,indicator,PID_ONLY,1,0,C025-V-HO27-P-_E-002-01.PDF,
27-TI4806,27,TI,indicator,PID_ONLY,1,0,C025-V-HO27-P-_E-001-01.PDF,
27-TI4820,27,TI,indicator,PID_ONLY,1,0,C025-V-HO27-P-_E-002-01.PDF,
27-TI4821,27,TI,indicator,PID_ONLY,1,0,C025-V-HO27-P-_E-002-01.PDF,
27-TIC4808,27,TIC,controller,PID_ONLY,1,0,C025-V-HO27-P-_E-002-01.PDF,
27-TIC4816,27,TIC,controller,PID_ONLY,1,0,C025-V-HO27-P-_E-002-01.PDF,
27-TT2054A,27,TT,transmitter,SCD_ONLY,0,1,,C025-W-HO27-J-_E-001-01.PDF
27-TT2064A,27,TT,transmitter,SCD_ONLY,0,1,,C025-W-HO27-J-_E-001-01.PDF
27-TT4803,27,TT,transmitter,PID_ONLY,1,0,C025-V-HO27-P-_E-002-01.PDF,
27-TT4806,27,TT,transmitter,BOTH,1,1,C025-V-HO27-P-_E-001-01.PDF,C025-V-HO27-J-_E-101-01.PDF
27-TT4808,27,TT,transmitter,PID_ONLY,1,0,C025-V-HO27-P-_E-002-01.PDF,
27-TT4816,27,TT,transmitter,PID_ONLY,1,0,C025-V-HO27-P-_E-002-01.PDF,
27-TT4820,27,TT,transmitter,BOTH,1,1,C025-V-HO27-P-_E-002-01.PDF,C025-V-HO27-J-_E-102-01.PDF
27-TT4821,27,TT,transmitter,BOTH,1,1,C025-V-HO27-P-_E-002-01.PDF,C025-V-HO27-J-_E-102-01.PDF
27-TV4808,27,TV,control_valve,PID_ONLY,1,0,C025-V-HO27-P-_E-002-01.PDF,
27-TV4816,27,TV,control_valve,PID_ONLY,1,0,C025-V-HO27-P-_E-002-01.PDF,
27-TY4808,27,TY,relay,PID_ONLY,1,0,C025-V-HO27-P-_E-002-01.PDF,
27-TY4816,27,TY,relay,PID_ONLY,1,0,C025-V-HO27-P-_E-002-01.PDF,
27-VW50,27,VW,other,SCD_ONLY,0,1,,C025-W-HO27-J-_E-001-01.PDF
27-XJ50,27,XJ,other,SCD_ONLY,0,1,,C025-W-HO27-J-_E-001-01.PDF
27-XJ51,27,XJ,other,SCD_ONLY,0,1,,C025-W-HO85-J-_E-003-01.PDF
27-XV4805,27,XV,shutdown_valve,PID_ONLY,1,0,C025-V-HO27-P-_E-002-01.PDF,
27-XV4813,27,XV,shutdown_valve,BOTH,1,1,C025-V-HO27-P-_E-001-01.PDF,C025-V-HO27-J-_E-101-01.PDF
27-XV4814,27,XV,shutdown_valve,BOTH,1,1,C025-V-HO27-P-_E-001-01.PDF,C025-V-HO27-J-_E-101-01.PDF
27-XV4826,27,XV,shutdown_valve,BOTH,1,1,C025-V-HO27-P-_E-001-01.PDF,C025-V-HO27-J-_E-101-01.PDF
27-XV4828,27,XV,shutdown_valve,BOTH,1,1,C025-V-HO27-P-_E-001-01.PDF,C025-V-HO27-J-_E-101-01.PDF
27-XY4805,27,XY,relay,PID_ONLY,1,0,C025-V-HO27-P-_E-002-01.PDF,
27-XY4813,27,XY,relay,PID_ONLY,1,0,C025-V-HO27-P-_E-001-01.PDF,
27-XY4814,27,XY,relay,PID_ONLY,1,0,C025-V-HO27-P-_E-001-01.PDF,
27-XY4826,27,XY,relay,PID_ONLY,1,0,C025-V-HO27-P-_E-001-01.PDF,
27-XY4828,27,XY,relay,PID_ONLY,1,0,C025-V-HO27-P-_E-001-01.PDF,
27-ZL4805,27,ZL,position_indicator,PID_ONLY,1,0,C025-V-HO27-P-_E-002-01.PDF,
27-ZL4813,27,ZL,position_indicator,PID_ONLY,1,0,C025-V-HO27-P-_E-001-01.PDF,
27-ZL4814,27,ZL,position_indicator,PID_ONLY,1,0,C025-V-HO27-P-_E-001-01.PDF,
27-ZL4826,27,ZL,position_indicator,PID_ONLY,1,0,C025-V-HO27-P-_E-001-01.PDF,
27-ZL4828,27,ZL,position_indicator,PID_ONLY,1,0,C025-V-HO27-P-_E-001-01.PDF,
27-ZS4805,27,ZS,position_switch,PID_ONLY,1,0,C025-V-HO27-P-_E-002-01.PDF,
27-ZS4813,27,ZS,position_switch,PID_ONLY,1,0,C025-V-HO27-P-_E-001-01.PDF,
27-ZS4814,27,ZS,position_switch,PID_ONLY,1,0,C025-V-HO27-P-_E-001-01.PDF,
27-ZS4826,27,ZS,position_switch,PID_ONLY,1,0,C025-V-HO27-P-_E-001-01.PDF,
27-ZS4828,27,ZS,position_switch,PID_ONLY,1,0,C025-V-HO27-P-_E-001-01.PDF,
27-ZSH4005,27,ZSH,other,SCD_ONLY,0,1,,C025-V-HO45-J-_E-103-01.PDF
42-ER50,42,ER,other,SCD_ONLY,0,1,,C025-W-HO42-J-_E-006-01.PDF
42-FI2216,42,FI,indicator,SCD_ONLY,0,1,,C025-W-HO13-J-_E-001-01.PDF
42-FRC2128,42,FRC,other,SCD_ONLY,0,1,,C025-W-HO24-J-_E-001-01.PDF
42-FV2068,42,FV,control_valve,SCD_ONLY,0,1,,C025-W-HO42-J-_E-006-01.PDF
42-LI2099,42,LI,indicator,SCD_ONLY,0,1,,C025-W-HO42-J-_E-006-01.PDF
42-PB51,42,PB,other,SCD_ONLY,0,1,,C025-W-HO42-J-_E-006-01.PDF
42-PF52A,42,PF,other,SCD_ONLY,0,1,,C025-W-HO42-J-_E-003-01.PDF
42-PF52B,42,PF,other,SCD_ONLY,0,1,,C025-W-HO42-J-_E-003-01.PDF
42-PI2086,42,PI,indicator,SCD_ONLY,0,1,,C025-W-HO42-J-_E-006-01.PDF
42-PV2092A,42,PV,control_valve,SCD_ONLY,0,1,,C025-W-HO42-J-_E-006-01.PDF
42-PV2092B,42,PV,control_valve,SCD_ONLY,0,1,,C025-W-HO42-J-_E-006-01.PDF
42-PV2126,42,PV,control_valve,SCD_ONLY,0,1,,C025-W-HO42-J-_E-006-01.PDF
42-TB51,42,TB,other,SCD_ONLY,0,1,,C025-W-HO42-J-_E-003-01.PDF
42-TB55,42,TB,other,SCD_ONLY,0,1,,C025-W-HO42-J-_E-003-01.PDF
42-TB56,42,TB,other,SCD_ONLY,0,1,,C025-W-HO42-J-_E-003-01.PDF
42-VL55,42,VL,other,SCD_ONLY,0,1,,C025-W-HO42-J-_E-004-01.PDF
42-VL56,42,VL,other,SCD_ONLY,0,1,,C025-W-HO42-J-_E-006-01.PDF
43-FC50,43,FC,other,SCD_ONLY,0,1,,C025-W-HO43-J-_E-001-01.PDF
43-LAHH2001,43,LAHH,other,SCD_ONLY,0,1,,C025-W-HO00-J-_E-020-01.PDF
43-PA50,43,PA,other,SCD_ONLY,0,1,,C025-W-HO43-J-_E-001-01.PDF
43-PB51,43,PB,other,SCD_ONLY,0,1,,C025-W-HO43-J-_E-001-01.PDF
43-VD50,43,VD,other,SCD_ONLY,0,1,,C025-W-HO43-J-_E-001-01.PDF
45-ER54A,45,ER,other,SCD_ONLY,0,1,,C025-V-HO45-J-_E-101-01.PDF
45-ER54B,45,ER,other,SCD_ONLY,0,1,,C025-V-HO45-J-_E-102-01.PDF
45-FE54,45,FE,flow_element,SCD_ONLY,0,1,,C025-V-HO45-J-_E-101-01.PDF
45-FE54A,45,FE,flow_element,SCD_ONLY,0,2,,C025-V-HO45-J-_E-101-01.PDF;C025-V-HO82-J-_E-102-01.PDF
45-FE54B,45,FE,flow_element,SCD_ONLY,0,2,,C025-V-HO45-J-_E-102-01.PDF;C025-V-HO82-J-_E-102-01.PDF
45-FE55,45,FE,flow_element,SCD_ONLY,0,1,,C025-V-HO82-J-_E-102-01.PDF
45-FI4810,45,FI,indicator,PID_ONLY,1,0,C025-V-HO45-P-_F-001-01.PDF,
45-HS4804,45,HS,hand_switch,PID_ONLY,1,0,C025-V-HO45-P-_F-001-01.PDF,
45-HS4805,45,HS,hand_switch,PID_ONLY,1,0,C025-V-HO45-P-_F-001-01.PDF,
45-HS4806,45,HS,hand_switch,SCD_ONLY,0,1,,C025-V-HO45-J-_E-103-01.PDF
45-HS4820,45,HS,hand_switch,SCD_ONLY,0,1,,C025-V-HO45-J-_E-103-01.PDF
45-HS4821,45,HS,hand_switch,SCD_ONLY,0,1,,C025-V-HO45-J-_E-103-01.PDF
45-HS4822,45,HS,hand_switch,SCD_ONLY,0,1,,C025-V-HO45-J-_E-103-01.PDF
45-HS4823,45,HS,hand_switch,SCD_ONLY,0,1,,C025-V-HO45-J-_E-103-01.PDF
45-HS4824,45,HS,hand_switch,SCD_ONLY,0,1,,C025-V-HO45-J-_E-103-01.PDF
45-HS4825,45,HS,hand_switch,SCD_ONLY,0,1,,C025-V-HO45-J-_E-103-01.PDF
45-HS4829,45,HS,hand_switch,SCD_ONLY,0,1,,C025-V-HO45-J-_E-103-01.PDF
45-HS4830,45,HS,hand_switch,SCD_ONLY,0,1,,C025-V-HO45-J-_E-103-01.PDF
45-HV4824,45,HV,hand_valve,SCD_ONLY,0,2,,C025-V-HO45-J-_E-101-01.PDF;C025-V-HO45-J-_E-103-01.PDF
45-HV4825,45,HV,hand_valve,SCD_ONLY,0,2,,C025-V-HO45-J-_E-102-01.PDF;C025-V-HO45-J-_E-103-01.PDF
45-JB051A,45,JB,other,SCD_ONLY,0,1,,C025-V-HO85-J-_E-101-01.PDF
45-JB051B,45,JB,other,SCD_ONLY,0,1,,C025-V-HO85-J-_E-101-01.PDF
45-JX50,45,JX,other,SCD_ONLY,0,1,,C025-V-HO45-J-_E-102-01.PDF
45-LIC4826,45,LIC,controller,SCD_ONLY,0,1,,C025-V-HO45-J-_E-103-01.PDF
45-LIC4827,45,LIC,controller,SCD_ONLY,0,1,,C025-V-HO45-J-_E-103-01.PDF
45-LIC4828,45,LIC,controller,SCD_ONLY,0,1,,C025-V-HO45-J-_E-103-01.PDF
45-PI4810A,45,PI,indicator,PID_ONLY,1,0,C025-V-HO45-P-_F-001-01.PDF,
45-PI4810B,45,PI,indicator,PID_ONLY,1,0,C025-V-HO45-P-_F-001-01.PDF,
45-PIC4831,45,PIC,controller,SCD_ONLY,0,1,,C025-V-HO45-J-_E-103-01.PDF
45-PSV4832,45,PSV,safety_valve,PID_ONLY,1,0,C025-V-HO45-P-_F-001-01.PDF,
45-PSV4833,45,PSV,safety_valve,PID_ONLY,1,0,C025-V-HO45-P-_F-001-01.PDF,
45-PT4804,45,PT,transmitter,PID_ONLY,1,0,C025-V-HO45-P-_F-001-01.PDF,
45-PT4805,45,PT,transmitter,PID_ONLY,1,0,C025-V-HO45-P-_F-001-01.PDF,
45-PT4831,45,PT,transmitter,PID_ONLY,1,0,C025-V-HO45-P-_F-001-01.PDF,
45-PV4831,45,PV,control_valve,BOTH,1,1,C025-V-HO45-P-_F-001-01.PDF,C025-V-HO45-J-_E-103-01.PDF
45-TDIC4848,45,TDIC,other,SCD_ONLY,0,1,,C025-V-HO45-J-_E-103-01.PDF
45-TDIC4850,45,TDIC,other,SCD_ONLY,0,1,,C025-V-HO45-J-_E-103-01.PDF
45-TI4810A,45,TI,indicator,PID_ONLY,1,0,C025-V-HO45-P-_F-001-01.PDF,
45-TI4810B,45,TI,indicator,PID_ONLY,1,0,C025-V-HO45-P-_F-001-01.PDF,
45-TI4842,45,TI,indicator,SCD_ONLY,0,2,,C025-V-HO45-J-_E-101-01.PDF;C025-V-HO45-J-_E-102-01.PDF
45-TI4848,45,TI,indicator,SCD_ONLY,0,2,,C025-V-HO45-J-_E-101-01.PDF;C025-V-HO45-J-_E-103-01.PDF
45-TI4850,45,TI,indicator,SCD_ONLY,0,2,,C025-V-HO45-J-_E-102-01.PDF;C025-V-HO45-J-_E-103-01.PDF
45-TIC4848,45,TIC,controller,SCD_ONLY,0,1,,C025-V-HO45-J-_E-103-01.PDF
45-TIC4850,45,TIC,controller,SCD_ONLY,0,1,,C025-V-HO45-J-_E-103-01.PDF
45-TID4850,45,TID,other,SCD_ONLY,0,1,,C025-V-HO45-J-_E-103-01.PDF
45-XA9101A,45,XA,other,SCD_ONLY,0,1,,C025-V-HO45-J-_E-103-01.PDF
45-XA9101B,45,XA,other,SCD_ONLY,0,1,,C025-V-HO45-J-_E-103-01.PDF
45-XA9201,45,XA,other,SCD_ONLY,0,1,,C025-V-HO45-J-_E-103-01.PDF
45-XA9203,45,XA,other,SCD_ONLY,0,1,,C025-V-HO45-J-_E-103-01.PDF
45-XJ50,45,XJ,other,PID_ONLY,1,0,C025-V-HO45-P-_F-001-01.PDF,
45-XL4805,45,XL,other,SCD_ONLY,0,1,,C025-V-HO45-J-_E-103-01.PDF
45-XV4804,45,XV,shutdown_valve,BOTH,1,2,C025-V-HO45-P-_F-001-01.PDF,C025-V-HO45-J-_E-102-01.PDF;C025-V-HO45-J-_E-103-01.PDF
45-XV4805,45,XV,shutdown_valve,BOTH,1,2,C025-V-HO45-P-_F-001-01.PDF,C025-V-HO45-J-_E-102-01.PDF;C025-V-HO45-J-_E-103-01.PDF
45-XV4806,45,XV,shutdown_valve,BOTH,1,2,C025-V-HO45-P-_F-001-01.PDF,C025-V-HO45-J-_E-101-01.PDF;C025-V-HO45-J-_E-102-01.PDF
45-XV4806A,45,XV,shutdown_valve,SCD_ONLY,0,2,,C025-V-HO45-J-_E-102-01.PDF;C025-V-HO45-J-_E-103-01.PDF
45-XV4820,45,XV,shutdown_valve,SCD_ONLY,0,1,,C025-V-HO45-J-_E-101-01.PDF
45-XV4822,45,XV,shutdown_valve,SCD_ONLY,0,1,,C025-V-HO45-J-_E-101-01.PDF
45-XV4823,45,XV,shutdown_valve,SCD_ONLY,0,1,,C025-V-HO45-J-_E-102-01.PDF
45-XV4829,45,XV,shutdown_valve,SCD_ONLY,0,1,,C025-V-HO45-J-_E-101-01.PDF
45-XV4830,45,XV,shutdown_valve,SCD_ONLY,0,1,,C025-V-HO45-J-_E-102-01.PDF
45-XW50,45,XW,other,PID_ONLY,1,0,C025-V-HO45-P-_F-001-01.PDF,
45-XX50,45,XX,other,PID_ONLY,1,0,C025-V-HO45-P-_F-001-01.PDF,
45-XY4804,45,XY,relay,PID_ONLY,1,0,C025-V-HO45-P-_F-001-01.PDF,
45-XY4805,45,XY,relay,PID_ONLY,1,0,C025-V-HO45-P-_F-001-01.PDF,
45-XY4806,45,XY,relay,PID_ONLY,1,0,C025-V-HO45-P-_F-001-01.PDF,
45-XY4806A,45,XY,relay,PID_ONLY,1,0,C025-V-HO45-P-_F-001-01.PDF,
45-XY4806B,45,XY,relay,PID_ONLY,1,0,C025-V-HO45-P-_F-001-01.PDF,
45-XY4845A,45,XY,relay,SCD_ONLY,0,1,,C025-V-HO82-J-_E-102-01.PDF
45-XY4845B,45,XY,relay,SCD_ONLY,0,1,,C025-V-HO82-J-_E-102-01.PDF
45-XY4848,45,XY,relay,SCD_ONLY,0,1,,C025-V-HO45-J-_E-103-01.PDF
45-XY4850,45,XY,relay,SCD_ONLY,0,1,,C025-V-HO45-J-_E-103-01.PDF
45-XY850,45,XY,relay,SCD_ONLY,0,1,,C025-V-HO45-J-_E-103-01.PDF
45-ZL4804,45,ZL,position_indicator,PID_ONLY,1,0,C025-V-HO45-P-_F-001-01.PDF,
45-ZL4805,45,ZL,position_indicator,PID_ONLY,1,0,C025-V-HO45-P-_F-001-01.PDF,
45-ZL4806,45,ZL,position_indicator,PID_ONLY,1,0,C025-V-HO45-P-_F-001-01.PDF,
45-ZS4804,45,ZS,position_switch,PID_ONLY,1,0,C025-V-HO45-P-_F-001-01.PDF,
45-ZS4805,45,ZS,position_switch,PID_ONLY,1,0,C025-V-HO45-P-_F-001-01.PDF,
45-ZS4806,45,ZS,position_switch,PID_ONLY,1,0,C025-V-HO45-P-_F-001-01.PDF,
45-ZSL4809,45,ZSL,other,SCD_ONLY,0,1,,C025-V-HO45-J-_E-102-01.PDF
50-FT4807,50,FT,transmitter,SCD_ONLY,0,2,,C025-V-HO27-J-_E-102-01.PDF;C025-V-HO85-J-_E-101-01.PDF
50-FT4810,50,FT,transmitter,SCD_ONLY,0,2,,C025-V-HO27-J-_E-102-01.PDF;C025-V-HO82-J-_E-102-01.PDF
50-FV4810,50,FV,control_valve,SCD_ONLY,0,1,,C025-V-HO27-J-_E-102-01.PDF
50-PA52,50,PA,other,BOTH,2,2,C025-V-HO27-P-_E-002-01.PDF;C025-V-HO27-P-_E-003-01.PDF,C025-V-HO27-J-_E-102-01.PDF;C025-V-HO82-J-_E-102-01.PDF
50-PSE4801A,50,PSE,safety_element,PID_ONLY,1,0,C025-V-HO27-P-_E-002-01.PDF,
50-PT4802,50,PT,transmitter,SCD_ONLY,0,1,,C025-V-HO27-J-_E-102-01.PDF
50-PT4804,50,PT,transmitter,SCD_ONLY,0,1,,C025-V-HO27-J-_E-102-01.PDF
50-PT4806,50,PT,transmitter,SCD_ONLY,0,1,,C025-V-HO27-J-_E-102-01.PDF
50-PV4809,50,PV,control_valve,SCD_ONLY,0,1,,C025-V-HO27-J-_E-102-01.PDF
50-TG51,50,TG,other,PID_ONLY,1,0,C025-V-HO27-P-_E-002-01.PDF,
50-TIC4808,50,TIC,controller,SCD_ONLY,0,1,,C025-W-HO27-J-_E-001-01.PDF
50-TT4803,50,TT,transmitter,SCD_ONLY,0,1,,C025-V-HO27-J-_E-102-01.PDF
50-TV4808,50,TV,control_valve,PID_ONLY,1,0,C025-V-HO27-P-_E-002-01.PDF,
50-TV4816,50,TV,control_valve,BOTH,1,1,C025-V-HO27-P-_E-002-01.PDF,C025-V-HO27-J-_E-102-01.PDF
50-XS4801,50,XS,other,SCD_ONLY,0,1,,C025-V-HO27-J-_E-102-01.PDF
50-XV4805,50,XV,shutdown_valve,PID_ONLY,1,0,C025-V-HO27-P-_E-002-01.PDF,
50-XY4811,50,XY,relay,SCD_ONLY,0,1,,C025-V-HO82-J-_E-102-01.PDF
53-EC52,53,EC,other,SCD_ONLY,0,1,,C025-V-HO82-J-_E-103-01.PDF
53-FE052A,53,FE,flow_element,SCD_ONLY,0,1,,C025-V-HO82-J-_E-103-01.PDF
53-GD50,53,GD,other,SCD_ONLY,0,1,,C025-W-HO82-J-_E-003-01.PDF
53-II2085,53,II,other,SCD_ONLY,0,1,,C025-W-HO82-J-_E-003-01.PDF
53-JB50,53,JB,other,SCD_ONLY,0,1,,C025-W-HO85-J-_E-003-01.PDF
53-KI2085,53,KI,other,SCD_ONLY,0,1,,C025-W-HO82-J-_E-003-01.PDF
53-PB50,53,PB,other,SCD_ONLY,0,1,,C025-W-HO82-J-_E-003-01.PDF
53-XY2086,53,XY,relay,SCD_ONLY,0,1,,C025-V-HO82-J-_E-103-01.PDF
56-PH50,56,PH,other,SCD_ONLY,0,1,,C025-W-HO43-J-_E-001-01.PDF
62-TA50,62,TA,other,SCD_ONLY,0,1,,C025-W-HO62-J-_E-001-01.PDF
62-XX50,62,XX,other,SCD_ONLY,0,1,,C025-W-HO62-J-_E-001-01.PDF
63-EC051,63,EC,other,SCD_ONLY,0,1,,C025-V-HO82-J-_E-102-01.PDF
63-HS2005,63,HS,hand_switch,PID_ONLY,1,0,C025-W-HO63-P-_U-005-01.PDF,
63-JX051,63,JX,other,PID_ONLY,1,0,C025-V-HO63-P-_U-001-01.PDF,
63-JX053,63,JX,other,PID_ONLY,1,0,C025-V-HO63-P-_U-001-01.PDF,
63-JX057,63,JX,other,PID_ONLY,1,0,C025-V-HO63-P-_U-001-01.PDF,
63-KC051,63,KC,other,BOTH,1,1,C025-V-HO63-P-_U-001-01.PDF,C025-V-HO82-J-_E-102-01.PDF
63-SI3101,63,SI,speed_vibration,PID_ONLY,1,0,C025-W-HO63-P-_U-005-01.PDF,
63-SI3120,63,SI,speed_vibration,PID_ONLY,1,0,C025-W-HO63-P-_U-005-01.PDF,
63-SI4218,63,SI,speed_vibration,PID_ONLY,1,0,C025-W-HO63-P-_U-005-01.PDF,
63-VK050,63,VK,other,SCD_ONLY,0,1,,C025-V-HO82-J-_E-102-01.PDF
63-VX58,63,VX,other,PID_ONLY,1,0,C025-W-HO20-P-_E-002-01.PDF,
63-XV2005,63,XV,shutdown_valve,PID_ONLY,1,0,C025-W-HO63-P-_U-005-01.PDF,
63-XV4800,63,XV,shutdown_valve,SCD_ONLY,0,1,,C025-V-HO27-J-_E-101-01.PDF
63-XY2005,63,XY,relay,PID_ONLY,1,0,C025-W-HO63-P-_U-005-01.PDF,
63-XY4850,63,XY,relay,SCD_ONLY,0,1,,C025-V-HO82-J-_E-102-01.PDF
63-ZL2005,63,ZL,position_indicator,PID_ONLY,1,0,C025-W-HO63-P-_U-005-01.PDF,
63-ZS2005,63,ZS,position_switch,PID_ONLY,1,0,C025-W-HO63-P-_U-005-01.PDF,
64-CB51,64,CB,other,PID_ONLY,1,0,C025-W-HO64-P-_U-001-01.PDF,
64-CV51A,64,CV,other,SCD_ONLY,0,1,,C025-V-HO64-J-_E-101-01.PDF
64-CV51B,64,CV,other,SCD_ONLY,0,1,,C025-V-HO64-J-_E-101-01.PDF
64-FE050,64,FE,flow_element,SCD_ONLY,0,1,,C025-V-HO82-J-_E-102-01.PDF
64-FE052,64,FE,flow_element,SCD_ONLY,0,1,,C025-V-HO82-J-_E-102-01.PDF
64-FE52A,64,FE,flow_element,SCD_ONLY,0,1,,C025-V-HO82-J-_E-102-01.PDF
64-FE52B,64,FE,flow_element,SCD_ONLY,0,1,,C025-V-HO82-J-_E-102-01.PDF
64-FE53A,64,FE,flow_element,SCD_ONLY,0,1,,C025-V-HO82-J-_E-102-01.PDF
64-FE53B,64,FE,flow_element,SCD_ONLY,0,1,,C025-V-HO82-J-_E-102-01.PDF
64-FI2004A,64,FI,indicator,PID_ONLY,1,0,C025-W-HO64-P-_U-001-01.PDF,
64-FT2004,64,FT,transmitter,PID_ONLY,1,0,C025-W-HO64-P-_U-001-01.PDF,
64-FY2004,64,FY,relay,PID_ONLY,1,0,C025-W-HO64-P-_U-001-01.PDF,
64-HS2002,64,HS,hand_switch,PID_ONLY,1,0,C025-W-HO64-P-_U-001-01.PDF,
64-HS2003,64,HS,hand_switch,PID_ONLY,1,0,C025-W-HO64-P-_U-001-01.PDF,
64-KB50A,64,KB,other,SCD_ONLY,0,1,,C025-V-HO82-J-_E-102-01.PDF
64-KB50B,64,KB,other,SCD_ONLY,0,1,,C025-V-HO82-J-_E-102-01.PDF
64-PI2040,64,PI,indicator,PID_ONLY,1,0,C025-W-HO64-P-_U-001-01.PDF,
64-PI2043,64,PI,indicator,PID_ONLY,1,0,C025-W-HO64-P-_U-001-01.PDF,
64-PSV2044,64,PSV,safety_valve,PID_ONLY,1,0,C025-W-HO64-P-_U-001-01.PDF,
64-PT2002,64,PT,transmitter,PID_ONLY,1,0,C025-W-HO64-P-_U-001-01.PDF,
64-PT2041,64,PT,transmitter,PID_ONLY,1,0,C025-W-HO64-P-_U-001-01.PDF,
64-SI3102,64,SI,speed_vibration,PID_ONLY,1,0,C025-W-HO64-P-_U-001-01.PDF,
64-SI3121,64,SI,speed_vibration,PID_ONLY,1,0,C025-W-HO64-P-_U-001-01.PDF,
64-SI3147,64,SI,speed_vibration,PID_ONLY,1,0,C025-W-HO64-P-_U-001-01.PDF,
64-SI4217,64,SI,speed_vibration,PID_ONLY,1,0,C025-W-HO64-P-_U-001-01.PDF,
64-VX50,64,VX,other,PID_ONLY,1,0,C025-V-HO64-P-_U-001-01.PDF,
64-XV2002,64,XV,shutdown_valve,PID_ONLY,1,0,C025-W-HO64-P-_U-001-01.PDF,
64-XV2003,64,XV,shutdown_valve,PID_ONLY,1,0,C025-W-HO64-P-_U-001-01.PDF,
64-XX50,64,XX,other,PID_ONLY,1,0,C025-W-HO64-P-_U-001-01.PDF,
64-XX52,64,XX,other,PID_ONLY,1,0,C025-V-HO64-P-_U-001-01.PDF,
64-XY2002,64,XY,relay,PID_ONLY,1,0,C025-W-HO64-P-_U-001-01.PDF,
64-XY2003,64,XY,relay,PID_ONLY,1,0,C025-W-HO64-P-_U-001-01.PDF,
64-XY4008A,64,XY,relay,SCD_ONLY,0,1,,C025-V-HO82-J-_E-102-01.PDF
64-XY4008B,64,XY,relay,SCD_ONLY,0,1,,C025-V-HO82-J-_E-102-01.PDF
64-XY4013A,64,XY,relay,SCD_ONLY,0,1,,C025-V-HO82-J-_E-102-01.PDF
64-XY4013B,64,XY,relay,SCD_ONLY,0,1,,C025-V-HO82-J-_E-102-01.PDF
64-XY4030A,64,XY,relay,SCD_ONLY,0,1,,C025-V-HO82-J-_E-102-01.PDF
64-XY4030B,64,XY,relay,SCD_ONLY,0,1,,C025-V-HO82-J-_E-102-01.PDF
64-XY4032,64,XY,relay,SCD_ONLY,0,1,,C025-V-HO82-J-_E-102-01.PDF
64-XY4042,64,XY,relay,SCD_ONLY,0,1,,C025-V-HO82-J-_E-102-01.PDF
64-ZL2002,64,ZL,position_indicator,PID_ONLY,1,0,C025-W-HO64-P-_U-001-01.PDF,
64-ZL2003,64,ZL,position_indicator,PID_ONLY,1,0,C025-W-HO64-P-_U-001-01.PDF,
64-ZS2002,64,ZS,position_switch,PID_ONLY,1,0,C025-W-HO64-P-_U-001-01.PDF,
64-ZS2003,64,ZS,position_switch,PID_ONLY,1,0,C025-W-HO64-P-_U-001-01.PDF,
65-JX42,65,JX,other,PID_ONLY,1,0,C025-W-HO65-P-_U-002-01.PDF,
