tag,system,type,category,status,n_pid,n_scd,pid_files,scd_files
24-PT2159,24,PT,transmitter,PID_ONLY,1,0,C025-V-HA24-P-_E-001-01.PDF,
24-PT2160,24,PT,transmitter,BOTH,1,1,C025-V-HA24-P-_E-001-01.PDF,C025-W-HO24-J-_E-001-01.PDF
24-TIC50,24,TIC,controller,SCD_ONLY,0,1,,C025-W-HO24-J-_E-001-01.PDF
24-VG50,24,VG,other,PID_ONLY,1,0,C025-V-HA24-P-_E-001-01.PDF,
24-XV2163A,24,XV,shutdown_valve,PID_ONLY,1,0,C025-V-HA24-P-_E-001-01.PDF,
24-XV2163B,24,XV,shutdown_valve,PID_ONLY,1,0,C025-V-HA24-P-_E-001-01.PDF,
24-XY2001,24,XY,relay,SCD_ONLY,0,1,,C025-V-HO82-J-_E-102-01.PDF
24-XY2002,24,XY,relay,SCD_ONLY,0,1,,C025-V-HO82-J-_E-102-01.PDF
24-XY2163A,24,XY,relay,PID_ONLY,1,0,C025-V-HA24-P-_E-001-01.PDF,
24-XY2163B,24,XY,relay,PID_ONLY,1,0,C025-V-HA24-P-_E-001-01.PDF,
